weekdayMin,weekdayRate,ppCode,parkingSystem,ppName,vehCat,satdayMin,satdayRate,sunPHMin,sunPHRate,geometries/0/coordinates,geometries/1/coordinates,startTime,parkCapacity,endTime,remarks,geometries/2/coordinates,geometries/3/coordinates,geometries/4/coordinates,geometries/5/coordinates
30 mins,$0.60,H0004,B,HOLLAND DR/NORTH BOUNA VISTA RD OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"23475.1478,32692.9626",,10.30 PM,84,07.00 AM,,,,,
510 mins,$5.00,H0004,B,HOLLAND DR/NORTH BOUNA VISTA RD OFF STREET,Car,510 mins,$5.00,510 mins,$5.00,"23475.1478,32692.9626",,10.30 PM,84,07.00 AM,,,,,
930 mins,$0.65,H0004,B,HOLLAND DR/NORTH BOUNA VISTA RD OFF STREET,Motorcycle,930 mins,$0.65,930 mins,$0.65,"23475.1478,32692.9626",,07.00 AM,16,10.30 PM,,,,,
510 mins,$0.65,H0004,B,HOLLAND DR/NORTH BOUNA VISTA RD OFF STREET,Motorcycle,510 mins,$0.65,510 mins,$0.65,"23475.1478,32692.9626",,10.30 PM,16,07.00 AM,,,,,
30 mins,$0.60,H0006,C,HINDOO ROAD ,Car,30 mins,$0.60,0 mins,$0.00,"30313.88,32299.8907",,08.30 AM,33,10.00 PM,,,,,
870 mins,$0.65,H0006,C,HINDOO ROAD ,Motorcycle,870 mins,$0.65,0 mins,$0.00,"30313.88,32299.8907",,08.30 AM,7,10.00 PM,,,,,
30 mins,$1.20,H0007,C,HULLET ROAD ,Car,30 mins,$1.20,30 mins,$0.60,"28526.5147,31754.3454",,07.00 AM,4,05.00 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,H0007,C,HULLET ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"28526.5147,31754.3454",,05.00 PM,4,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,H0007,C,HULLET ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"28526.5147,31754.3454",,10.30 PM,4,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,H0007,C,HULLET ROAD ,Car,510 mins,$5.00,510 mins,$5.00,"28526.5147,31754.3454",,10.30 PM,4,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$1.20,H0008,C,HARBOUR DRIVE    ,Heavy Vehicle,30 mins,$1.20,0 mins,$0.00,"20836.0143,30208.3583",,07.00 AM,25,07.00 PM,,,,,
30 mins,$0.60,H0011,B,HOLLAND DRIVE OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"23536.0411,32555.5183",,07.00 AM,265,10.30 PM,,,,,
30 mins,$0.60,H0011,B,HOLLAND DRIVE OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"23536.0411,32555.5183",,10.30 PM,265,07.00 AM,,,,,
510 mins,$5.00,H0011,B,HOLLAND DRIVE OFF STREET,Car,510 mins,$5.00,510 mins,$5.00,"23536.0411,32555.5183",,10.30 PM,265,07.00 AM,,,,,
930 mins,$0.65,H0011,B,HOLLAND DRIVE OFF STREET,Motorcycle,930 mins,$0.65,930 mins,$0.65,"23536.0411,32555.5183",,07.00 AM,39,10.30 PM,,,,,
510 mins,$0.65,H0011,B,HOLLAND DRIVE OFF STREET,Motorcycle,510 mins,$0.65,510 mins,$0.65,"23536.0411,32555.5183",,10.30 PM,39,07.00 AM,,,,,
30 mins,$1.20,H0012,C,HONG KONG STREET ,Car,30 mins,$1.20,30 mins,$0.60,"29566.2705,29992.1345",,08.30 AM,32,05.00 PM,,,,,
30 mins,$0.60,H0012,C,HONG KONG STREET ,Car,30 mins,$0.60,30 mins,$0.60,"29566.2705,29992.1345",,05.00 PM,32,10.00 PM,,,,,
30 mins,$2.40,H0012,C,HONG KONG STREET ,Heavy Vehicle,30 mins,$2.40,30 mins,$1.20,"29566.2705,29992.1345",,08.30 AM,5,05.00 PM,Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily.,,,,
30 mins,$1.20,H0012,C,HONG KONG STREET ,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"29566.2705,29992.1345",,05.00 PM,5,10.00 PM,Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily.,,,,
30 mins,$0.60,H0015,B,HINDOO ROAD OFF STREET ,Car,30 mins,$0.60,30 mins,$0.60,"30308.9887,32322.7756",,07.00 AM,12,10.30 PM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
30 mins,$0.60,H0015,B,HINDOO ROAD OFF STREET ,Car,30 mins,$0.60,30 mins,$0.60,"30308.9887,32322.7756",,10.30 PM,12,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
510 mins,$5.00,H0015,B,HINDOO ROAD OFF STREET ,Car,510 mins,$5.00,510 mins,$5.00,"30308.9887,32322.7756",,10.30 PM,12,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
30 mins,$0.60,H0021,C,HILLVIEW TERRACE ,Car,30 mins,$0.60,0 mins,$0.00,"19615.579,37194.5048",,08.30 AM,10,05.00 PM,,,,,
30 mins,$1.20,H0022,B,HULLET ROAD OFF STREET ,Car,30 mins,$1.20,30 mins,$0.60,"28637.0785,31726.799",,07.00 AM,24,05.00 PM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
30 mins,$0.60,H0022,B,HULLET ROAD OFF STREET ,Car,30 mins,$0.60,30 mins,$0.60,"28637.0785,31726.799",,05.00 PM,24,10.30 PM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
30 mins,$0.60,H0022,B,HULLET ROAD OFF STREET ,Car,30 mins,$0.60,30 mins,$0.60,"28637.0785,31726.799",,10.30 PM,24,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
510 mins,$5.00,H0022,B,HULLET ROAD OFF STREET ,Car,510 mins,$5.00,510 mins,$5.00,"28637.0785,31726.799",,10.30 PM,24,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
30 mins,$1.20,H0024,B,HONG LIM PARK OFF STREET,Car,30 mins,$1.20,30 mins,$0.60,"29559.0015,29869.2184",,07.00 AM,23,05.00 PM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
30 mins,$0.60,H0024,B,HONG LIM PARK OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"29559.0015,29869.2184",,05.00 PM,23,10.30 PM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
30 mins,$0.60,H0024,B,HONG LIM PARK OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"29559.0015,29869.2184",,10.30 PM,23,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
510 mins,$5.00,H0024,B,HONG LIM PARK OFF STREET,Car,510 mins,$5.00,510 mins,$5.00,"29559.0015,29869.2184",,10.30 PM,23,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
930 mins,$0.65,H0024,B,HONG LIM PARK OFF STREET,Motorcycle,930 mins,$0.65,930 mins,$0.65,"29559.0015,29869.2184",,07.00 AM,6,10.30 PM,,,,,
510 mins,$0.65,H0024,B,HONG LIM PARK OFF STREET,Motorcycle,510 mins,$0.65,510 mins,$0.65,"29559.0015,29869.2184",,10.30 PM,6,07.00 AM,,,,,
30 mins,$0.60,H0028,C,HAMILTON ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"31086.4976,32635.9231",,08.30 AM,54,10.00 PM,,,,,
30 mins,$0.60,H0037,C,HORNE ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"31074.9932,32517.8966","31195.6502,32372.3241",08.30 AM,34,10.00 PM,,,,,
870 mins,$0.65,H0037,C,HORNE ROAD ,Motorcycle,870 mins,$0.65,870 mins,$0.65,"31074.9932,32517.8966","31195.6502,32372.3241",08.30 AM,8,10.00 PM,,,,,
30 mins,$0.60,H0049,C,HARVEY ROAD ,Car,30 mins,$0.60,0 mins,$0.00,"33694.1267,35065.0569",,08.30 AM,8,05.00 PM,Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily.,,,,
30 mins,$0.60,H0050,C,HOWARD ROAD ,Car,30 mins,$0.60,0 mins,$0.00,"33821.3672,35126.2837",,08.30 AM,7,05.00 PM,Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily.,,,,
30 mins,$0.60,H0052,C,HARRISON ROAD ,Car,30 mins,$0.60,0 mins,$0.00,"33726.9865,35292.3854",,08.30 AM,4,05.00 PM,Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily.,,,,
30 mins,$0.60,H0055,C,HAVELOCK ROAD ,Car,30 mins,$0.60,0 mins,$0.00,"27412.1541,30191.3467","27945.6334,30216.2337",07.00 AM,37,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,H0055,C,HAVELOCK ROAD ,Car,30 mins,$0.60,0 mins,$0.00,"27412.1541,30191.3467","27945.6334,30216.2337",10.30 PM,37,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,H0055,C,HAVELOCK ROAD ,Car,510 mins,$5.00,510 mins,$5.00,"27412.1541,30191.3467","27945.6334,30216.2337",10.30 PM,37,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
930 mins,$0.65,H0055,C,HAVELOCK ROAD ,Motorcycle,930 mins,$0.65,0 mins,$0.00,"27412.1541,30191.3467","27945.6334,30216.2337",07.00 AM,11,10.30 PM,,,,,
510 mins,$0.65,H0055,C,HAVELOCK ROAD ,Motorcycle,510 mins,$0.65,510 mins,$0.65,"27412.1541,30191.3467","27945.6334,30216.2337",10.30 PM,11,07.00 AM,,,,,
30 mins,$0.60,H0057,B,HINDOO ROAD/KAMPONG KAPOR ROAD OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"30357.0756,32253.0344",,07.00 AM,13,10.30 PM,,,,,
30 mins,$0.60,H0057,B,HINDOO ROAD/KAMPONG KAPOR ROAD OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"30357.0756,32253.0344",,10.30 PM,13,07.00 AM,,,,,
510 mins,$5.00,H0057,B,HINDOO ROAD/KAMPONG KAPOR ROAD OFF STREET,Car,510 mins,$5.00,510 mins,$5.00,"30357.0756,32253.0344",,10.30 PM,13,07.00 AM,,,,,
30 mins,$0.60,H0061,C,HAPPY AVENUE NORTH ,Car,30 mins,$0.60,0 mins,$0.00,"33197.8101,34684.8655","33259.268,34796.8708",08.30 AM,11,05.00 PM,,"33396.5595,34826.3737",,,
30 mins,$1.20,H0064,C,HOLLAND ROAD / PEIRCE ROAD COACH PARK,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"25379.3425,32186.3646",,07.00 AM,80,07.00 PM,Reserved for Season Ticket Holders from 7.00 pm to 7.00 am daily.,,,,
30 mins,$0.60,I0005,C,IRVING ROAD ,Car,30 mins,$0.60,0 mins,$0.00,"34012.9401,35305.9333",,08.30 AM,6,05.00 PM,Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily.,,,,
30 mins,$0.60,I0006,C,IRVING PLACE ,Car,30 mins,$0.60,0 mins,$0.00,"33932.0989,35359.9468",,08.30 AM,11,05.00 PM,Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily.,,,,
570 mins,$0.65,I0006,C,IRVING PLACE ,Motorcycle,570 mins,$0.65,0 mins,$0.00,"33932.0989,35359.9468",,08.30 AM,10,05.00 PM,,,,,
30 mins,$0.60,J0001,C,JALAN BERSEH ,Car,30 mins,$0.60,30 mins,$0.60,"30673.7727,32186.9171",,08.30 AM,34,10.00 PM,,,,,
30 mins,$0.60,J0003,C,JALAN BESAR ,Car,30 mins,$0.60,30 mins,$0.60,"30886.453,32651.9936",,08.30 AM,36,10.00 PM,,,,,
870 mins,$0.65,J0003,C,JALAN BESAR ,Motorcycle,870 mins,$0.65,870 mins,$0.65,"30886.453,32651.9936",,08.30 AM,14,10.00 PM,,,,,
30 mins,$0.60,J0006,C,JALAN KLAPA ,Car,30 mins,$0.60,30 mins,$0.60,"30959.352,31832.6984",,08.30 AM,16,10.00 PM,,,,,
870 mins,$0.65,J0006,C,JALAN KLAPA ,Motorcycle,870 mins,$0.65,870 mins,$0.65,"30959.352,31832.6984",,08.30 AM,2,10.00 PM,,,,,
30 mins,$0.60,J0008,C,JALAN KLEDEK ,Car,30 mins,$0.60,30 mins,$0.60,"30861.1123,31751.0938",,08.30 AM,8,10.00 PM,,,,,
30 mins,$0.60,J0009,C,JALAN KUBOR (NORTH BRIDGE RD/VICTORIA ST),Car,30 mins,$0.60,30 mins,$0.60,"30904.3338,31793.2028",,08.30 AM,15,10.00 PM,,,,,
870 mins,$0.65,J0009,C,JALAN KUBOR (NORTH BRIDGE RD/VICTORIA ST),Motorcycle,870 mins,$0.65,870 mins,$0.65,"30904.3338,31793.2028",,08.30 AM,4,10.00 PM,,,,,
30 mins,$0.60,J0010,C,JALAN LANA ,Car,30 mins,$0.60,0 mins,$0.00,"37515.9181,33987.5429",,08.30 AM,9,10.00 PM,,,,,
30 mins,$0.60,J0012,C,JALAN PISANG ,Car,30 mins,$0.60,30 mins,$0.60,"30822.9101,31719.6843",,08.30 AM,6,10.00 PM,,,,,
30 mins,$0.60,J0015,C,JALAN BINCHANG ,Car,30 mins,$0.60,30 mins,$0.60,"29358.1715,37128.2565",,07.00 AM,5,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,J0015,C,JALAN BINCHANG ,Car,30 mins,$0.60,30 mins,$0.60,"29358.1715,37128.2565",,10.30 PM,5,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,J0015,C,JALAN BINCHANG ,Car,510 mins,$5.00,510 mins,$5.00,"29358.1715,37128.2565",,10.30 PM,5,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,J0017,B,JOO CHIAT ROAD OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"35802.2986,32360.5974",,07.00 AM,99,10.30 PM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
30 mins,$0.60,J0017,B,JOO CHIAT ROAD OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"35802.2986,32360.5974",,10.30 PM,99,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
510 mins,$5.00,J0017,B,JOO CHIAT ROAD OFF STREET,Car,510 mins,$5.00,510 mins,$5.00,"35802.2986,32360.5974",,10.30 PM,99,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
930 mins,$0.65,J0017,B,JOO CHIAT ROAD OFF STREET,Motorcycle,930 mins,$0.65,930 mins,$0.65,"35802.2986,32360.5974",,07.00 AM,36,10.30 PM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
510 mins,$0.65,J0017,B,JOO CHIAT ROAD OFF STREET,Motorcycle,510 mins,$0.65,510 mins,$0.65,"35802.2986,32360.5974",,10.30 PM,36,07.00 AM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
30 mins,$1.20,J0018,C,JIAK CHUAN ROAD ,Car,30 mins,$1.20,30 mins,$0.60,"28943.8335,29141.9905",,08.30 AM,12,05.00 PM,,,,,
30 mins,$0.60,J0018,C,JIAK CHUAN ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"28943.8335,29141.9905",,05.00 PM,12,10.00 PM,,,,,
30 mins,$0.60,J0020,C,JOO KOON ROAD ,Car,30 mins,$0.60,0 mins,$0.00,"9684.9408,34196.6046",,08.30 AM,15,05.00 PM,,,,,
30 mins,$0.60,J0021,C,JOO KOON WAY ,Car,30 mins,$0.60,0 mins,$0.00,"9802.0478,34239.3485",,08.30 AM,22,05.00 PM,,,,,
30 mins,$0.60,J0022,C,JALAN PINANG ,Car,30 mins,$0.60,30 mins,$0.60,"30798.5756,31676.1098",,08.30 AM,10,10.00 PM,,,,,
30 mins,$0.60,J0027,C,JOO KOON CIRCLE ,Car,30 mins,$0.60,0 mins,$0.00,"10310.4703,34043.5357","10585.6553,34127.2519",08.30 AM,41,05.00 PM,,"9522.2633,34170.124","10677.8594,34067.1433",,
30 mins,$0.60,J0029,C,JALAN SULTAN ,Car,30 mins,$0.60,30 mins,$0.60,"31145.8496,31654.0635",,08.30 AM,23,10.00 PM,,,,,
30 mins,$0.60,J0030,C,JALAN SEMERBAK ,Car,30 mins,$0.60,0 mins,$0.00,"31310.8083,34173.119",,07.00 AM,5,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,J0030,C,JALAN SEMERBAK ,Car,30 mins,$0.60,0 mins,$0.00,"31310.8083,34173.119",,10.30 PM,5,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,J0030,C,JALAN SEMERBAK ,Car,510 mins,$5.00,510 mins,$5.00,"31310.8083,34173.119",,10.30 PM,5,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,J0033,C,JALAN TUKANG ,Car,30 mins,$0.60,0 mins,$0.00,"14531.1749,34259.8283",,08.30 AM,37,05.00 PM,Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily.,,,,
30 mins,$0.60,J0034,C,JALAN LEGUNDI ,Car,30 mins,$0.60,30 mins,$0.60,"26863.4888,46992.5044",,08.30 AM,24,10.00 PM,,,,,
30 mins,$0.60,J0035,C,JALAN TAMPANG ,Car,30 mins,$0.60,30 mins,$0.60,"26921.392,47081.0034",,08.30 AM,19,10.00 PM,,,,,
870 mins,$0.65,J0035,C,JALAN TAMPANG ,Motorcycle,870 mins,$0.65,870 mins,$0.65,"26921.392,47081.0034",,08.30 AM,17,10.00 PM,,,,,
30 mins,$0.60,J0036,C,JALAN DERUM ,Car,30 mins,$0.60,30 mins,$0.60,"26857.9161,47038.3689",,08.30 AM,2,10.00 PM,,,,,
30 mins,$0.60,J0037,C,JOO YEE ROAD ,Car,30 mins,$0.60,0 mins,$0.00,"14904.047,34565.9527",,08.30 AM,11,05.00 PM,Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily.,,,,
30 mins,$0.60,J0038,C,JALAN MERAH SAGA ,Car,30 mins,$0.60,0 mins,$0.00,"24074.0996,32727.4896",,07.00 AM,30,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,J0038,C,JALAN MERAH SAGA ,Car,30 mins,$0.60,0 mins,$0.00,"24074.0996,32727.4896",,10.30 PM,30,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,J0038,C,JALAN MERAH SAGA ,Car,510 mins,$5.00,510 mins,$5.00,"24074.0996,32727.4896",,10.30 PM,30,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,J0039,C,JALAN RUMIA ,Car,30 mins,$0.60,0 mins,$0.00,"24044.0747,32616.6139",,07.00 AM,29,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,J0039,C,JALAN RUMIA ,Car,30 mins,$0.60,0 mins,$0.00,"24044.0747,32616.6139",,10.30 PM,29,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,J0039,C,JALAN RUMIA ,Car,510 mins,$5.00,510 mins,$5.00,"24044.0747,32616.6139",,10.30 PM,29,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,J0040,C,JALAN KELABU ASAP ,Car,30 mins,$0.60,0 mins,$0.00,"24063.7079,32558.1341",,07.00 AM,18,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,J0040,C,JALAN KELABU ASAP ,Car,30 mins,$0.60,0 mins,$0.00,"24063.7079,32558.1341",,10.30 PM,18,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,J0040,C,JALAN KELABU ASAP ,Car,510 mins,$5.00,510 mins,$5.00,"24063.7079,32558.1341",,10.30 PM,18,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,J0041,C,JALAN HITAM MANIS ,Car,30 mins,$0.60,0 mins,$0.00,"24178.58,32311.1125",,07.00 AM,19,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,J0041,C,JALAN HITAM MANIS ,Car,30 mins,$0.60,0 mins,$0.00,"24178.58,32311.1125",,10.30 PM,19,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,J0041,C,JALAN HITAM MANIS ,Car,510 mins,$5.00,510 mins,$5.00,"24178.58,32311.1125",,10.30 PM,19,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,J0042,C,JALAN KUNING ,Car,30 mins,$0.60,0 mins,$0.00,"24148.9985,32434.1125",,07.00 AM,4,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,J0042,C,JALAN KUNING ,Car,30 mins,$0.60,0 mins,$0.00,"24148.9985,32434.1125",,10.30 PM,4,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,J0042,C,JALAN KUNING ,Car,510 mins,$5.00,510 mins,$5.00,"24148.9985,32434.1125",,10.30 PM,4,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,J0043,C,JALAN PUTEH JERNEH ,Car,30 mins,$0.60,0 mins,$0.00,"24088.4125,32406.5974",,07.00 AM,4,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,J0043,C,JALAN PUTEH JERNEH ,Car,30 mins,$0.60,0 mins,$0.00,"24088.4125,32406.5974",,10.30 PM,4,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,J0043,C,JALAN PUTEH JERNEH ,Car,510 mins,$5.00,510 mins,$5.00,"24088.4125,32406.5974",,10.30 PM,4,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,J0047,C,JALAN LEMBAH KALLANG ,Car,30 mins,$0.60,0 mins,$0.00,"31265.9466,33047.9131",,08.30 AM,8,05.00 PM,,,,,
30 mins,$0.60,J0049,C,JELLICOE ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"31167.4354,32205.7682",,08.30 AM,3,10.00 PM,,,,,
30 mins,$0.60,J0050,C,JALAN MAS KUNING ,Car,30 mins,$0.60,30 mins,$0.60,"20365.9109,32314.8157","20259.5008,32267.347",07.00 AM,24,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,J0050,C,JALAN MAS KUNING ,Car,510 mins,$5.00,510 mins,$5.00,"20365.9109,32314.8157","20259.5008,32267.347",10.30 PM,24,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,J0050,C,JALAN MAS KUNING ,Car,30 mins,$0.60,30 mins,$0.60,"20365.9109,32314.8157","20259.5008,32267.347",10.30 PM,24,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,J0051,C,JALAN MAS PUTEH ,Car,30 mins,$0.60,30 mins,$0.60,"20108.8155,32297.0768","20075.1722,32348.3071",07.00 AM,22,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,J0051,C,JALAN MAS PUTEH ,Car,510 mins,$5.00,510 mins,$5.00,"20108.8155,32297.0768","20075.1722,32348.3071",10.30 PM,22,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,J0051,C,JALAN MAS PUTEH ,Car,30 mins,$0.60,30 mins,$0.60,"20108.8155,32297.0768","20075.1722,32348.3071",10.30 PM,22,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
930 mins,$0.65,J0051,C,JALAN MAS PUTEH ,Motorcycle,930 mins,$0.65,930 mins,$0.65,"20108.8155,32297.0768","20075.1722,32348.3071",07.00 AM,15,10.30 PM,,,,,
510 mins,$0.65,J0051,C,JALAN MAS PUTEH ,Motorcycle,510 mins,$0.65,510 mins,$0.65,"20108.8155,32297.0768","20075.1722,32348.3071",10.30 PM,15,07.00 AM,,,,,
30 mins,$0.60,J0054,C,JALAN BESAR / BEATTY ROAD OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"30879.7936,32867.7523",,08.30 AM,37,10.00 PM,,,,,
870 mins,$0.65,J0054,C,JALAN BESAR / BEATTY ROAD OFF STREET,Motorcycle,870 mins,$0.65,870 mins,$0.65,"30879.7936,32867.7523",,08.30 AM,10,10.00 PM,,,,,
30 mins,$0.60,J0055,B,JALAN SEH CHUAN OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"21507.9383,35973.7122",,07.00 AM,134,10.30 PM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
30 mins,$0.60,J0055,B,JALAN SEH CHUAN OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"21507.9383,35973.7122",,10.30 PM,134,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
510 mins,$5.00,J0055,B,JALAN SEH CHUAN OFF STREET,Car,510 mins,$5.00,510 mins,$5.00,"21507.9383,35973.7122",,10.30 PM,134,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
930 mins,$0.65,J0055,B,JALAN SEH CHUAN OFF STREET,Motorcycle,930 mins,$0.65,930 mins,$0.65,"21507.9383,35973.7122",,07.00 AM,27,10.30 PM,,,,,
510 mins,$0.65,J0055,B,JALAN SEH CHUAN OFF STREET,Motorcycle,510 mins,$0.65,510 mins,$0.65,"21507.9383,35973.7122",,10.30 PM,27,07.00 AM,,,,,
30 mins,$0.60,J0056,C,JALAN SEH CHUAN/LORONG KILAT OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"21478.5272,35892.32",,08.30 AM,7,10.00 PM,,,,,
30 mins,$1.20,J0056,C,JALAN SEH CHUAN/LORONG KILAT OFF STREET,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"21478.5272,35892.32",,07.00 AM,9,07.00 PM,,,,,
30 mins,$0.60,J0057,C,JALAN DUSUN ,Car,30 mins,$0.60,30 mins,$0.60,"29177.501,34459.1851",,08.30 AM,24,10.00 PM,,,,,
30 mins,$0.60,J0058,C,JALAN KEMAMAN ,Car,30 mins,$0.60,30 mins,$0.60,"29943.5371,34350.7918",,08.30 AM,16,10.00 PM,,,,,
30 mins,$0.60,J0059,C,JALAN RAJA UDANG ,Car,30 mins,$0.60,30 mins,$0.60,"29065.8501,34480.6241","29008.0777,34339.7939",08.30 AM,16,10.00 PM,,,,,
30 mins,$0.60,J0060,C,JALAN RAMA RAMA ,Car,30 mins,$0.60,30 mins,$0.60,"29742.6401,34360.4624",,08.30 AM,10,10.00 PM,,,,,
30 mins,$0.60,J0062,C,JALAN AMPAS ,Car,30 mins,$0.60,30 mins,$0.60,"29999.4452,34253.6075",,08.30 AM,19,10.00 PM,,,,,
30 mins,$0.60,J0069,C,JOO AVENUE ,Car,30 mins,$0.60,30 mins,$0.60,"30418.7519,33075.6556",,08.30 AM,28,10.00 PM,,,,,
30 mins,$0.60,J0070,C,JALAN ANGGEREK ,Car,30 mins,$0.60,0 mins,$0.00,"33441.9283,34701.3454",,08.30 AM,21,05.00 PM,,,,,
30 mins,$0.60,J0075,C,JAGO CLOSE ,Car,30 mins,$0.60,30 mins,$0.60,"36312.6052,32143.9889",,08.30 AM,5,10.00 PM,,,,,
