weekdayMin,weekdayRate,ppCode,parkingSystem,ppName,vehCat,satdayMin,satdayRate,sunPHMin,sunPHRate,geometries/0/coordinates,geometries/1/coordinates,startTime,parkCapacity,endTime,remarks,geometries/2/coordinates,geometries/3/coordinates,geometries/4/coordinates,geometries/5/coordinates
30 mins,$0.60,J0080,C,JALAN MASJID ,Car,30 mins,$0.60,0 mins,$0.00,"36804.2874,33555.1648",,08.30 AM,20,10.00 PM,,,,,
30 mins,$0.60,J0088,C,JOO SENG ROAD ,Car,30 mins,$0.60,0 mins,$0.00,"33589.6337,35570.5458",,08.30 AM,20,05.00 PM,,,,,
30 mins,$0.60,J0092,B,JALAN KURAS OFF STREET ,Car,30 mins,$0.60,30 mins,$0.60,"27522.4487,39479.8693",,07.00 AM,52,10.30 PM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
30 mins,$0.60,J0092,B,JALAN KURAS OFF STREET ,Car,30 mins,$0.60,30 mins,$0.60,"27522.4487,39479.8693",,10.30 PM,52,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
510 mins,$5.00,J0092,B,JALAN KURAS OFF STREET ,Car,510 mins,$5.00,510 mins,$5.00,"27522.4487,39479.8693",,10.30 PM,52,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
930 mins,$0.65,J0092,B,JALAN KURAS OFF STREET ,Motorcycle,930 mins,$0.65,930 mins,$0.65,"27522.4487,39479.8693",,07.00 AM,8,10.30 PM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
510 mins,$0.65,J0092,B,JALAN KURAS OFF STREET ,Motorcycle,510 mins,$0.65,510 mins,$0.65,"27522.4487,39479.8693",,10.30 PM,8,07.00 AM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
30 mins,$0.60,J0093,C,JOO KOON CRESCENT ,Car,30 mins,$0.60,0 mins,$0.00,"10195.5714,34602.9943",,08.30 AM,22,05.00 PM,,,,,
30 mins,$0.60,J0094,C,JALAN KURAS ,Car,30 mins,$0.60,0 mins,$0.00,"27574.4273,39423.3059",,08.30 AM,8,05.00 PM,,,,,
30 mins,$0.60,J0095,C,JALAN LEBAN SERVICE ROAD,Car,30 mins,$0.60,0 mins,$0.00,"27529.9766,39298.0876",,08.30 AM,25,05.00 PM,,,,,
30 mins,$0.60,J0097,C,JALAN KUBOR (VICTORIA ST/ROCHOR CANAL RD),Car,30 mins,$0.60,30 mins,$0.60,"30834.1773,31911.2653",,08.30 AM,34,10.00 PM,,,,,
30 mins,$0.60,J0098,C,JALAN MESIN ,Car,30 mins,$0.60,0 mins,$0.00,"33575.7494,35038.9754",,08.30 AM,8,05.00 PM,Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily.,,,,
30 mins,$0.60,J0099,C,JALAN BAHAR HEAVY VEHICLE PARK,Car,30 mins,$0.60,30 mins,$0.60,"13459.4999,36687.9521",,07.00 AM,9,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,J0099,C,JALAN BAHAR HEAVY VEHICLE PARK,Car,510 mins,$5.00,510 mins,$5.00,"13459.4999,36687.9521",,10.30 PM,9,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,J0099,C,JALAN BAHAR HEAVY VEHICLE PARK,Car,30 mins,$0.60,30 mins,$0.60,"13459.4999,36687.9521",,10.30 PM,9,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$1.20,J0099,C,JALAN BAHAR HEAVY VEHICLE PARK,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"13459.4999,36687.9521",,07.00 AM,359,07.00 PM,Reserved for Season Ticket Holders from 7.00 pm to 7.00 am daily.,,,,
30 mins,$0.60,J0100,B,JALAN PELEPAH OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"23792.7911,28505.857",,07.00 AM,54,10.30 PM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
30 mins,$0.60,J0100,B,JALAN PELEPAH OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"23792.7911,28505.857",,10.30 PM,54,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
510 mins,$5.00,J0100,B,JALAN PELEPAH OFF STREET,Car,510 mins,$5.00,510 mins,$5.00,"23792.7911,28505.857",,10.30 PM,54,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
930 mins,$0.65,J0100,B,JALAN PELEPAH OFF STREET,Motorcycle,930 mins,$0.65,930 mins,$0.65,"23792.7911,28505.857",,07.00 AM,8,10.30 PM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
510 mins,$0.65,J0100,B,JALAN PELEPAH OFF STREET,Motorcycle,510 mins,$0.65,510 mins,$0.65,"23792.7911,28505.857",,10.30 PM,8,07.00 AM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
30 mins,$0.60,J0102,C,JOO CHIAT ROAD (CHANGI ROAD/EAST COAST ROAD),Car,30 mins,$0.60,30 mins,$0.60,"35675.8126,32430.753","35285.6377,32974.2784",08.30 AM,109,10.00 PM,,,,,
870 mins,$0.65,J0102,C,JOO CHIAT ROAD (CHANGI ROAD/EAST COAST ROAD),Motorcycle,870 mins,$0.65,870 mins,$0.65,"35675.8126,32430.753","35285.6377,32974.2784",08.30 AM,13,10.00 PM,,,,,
30 mins,$0.60,J0104,C,JOO CHIAT PLACE ,Car,30 mins,$0.60,30 mins,$0.60,"35739.7643,32890.2959",,08.30 AM,50,10.00 PM,,,,,
870 mins,$0.65,J0104,C,JOO CHIAT PLACE ,Motorcycle,870 mins,$0.65,870 mins,$0.65,"35739.7643,32890.2959",,08.30 AM,3,10.00 PM,,,,,
30 mins,$0.60,J0106,C,JOO CHIAT LANE ,Car,30 mins,$0.60,30 mins,$0.60,"35704.1348,32750.4456",,08.30 AM,10,10.00 PM,,,,,
30 mins,$0.60,J0109,C,JALAN UBI ,Car,30 mins,$0.60,0 mins,$0.00,"35464.0556,33356.7564",,08.30 AM,5,05.00 PM,,,,,
30 mins,$0.60,J0111,C,JALAN LAPANG ,Car,30 mins,$0.60,0 mins,$0.00,"36982.1452,33863.1246",,08.30 AM,6,05.00 PM,,,,,
30 mins,$0.60,J0112,C,JALAN GELENGGANG ,Car,30 mins,$0.60,0 mins,$0.00,"27624.6368,39467.1833",,08.30 AM,9,05.00 PM,,,,,
30 mins,$0.60,J0117,C,JALAN BESUT ,Car,30 mins,$0.60,0 mins,$0.00,"16045.2691,33249.0188",,08.30 AM,12,05.00 PM,,,,,
30 mins,$0.60,J0122,B,JALAN KAYU OFF STREET ,Car,30 mins,$0.60,30 mins,$0.60,"32413.8058,42305.5178",,07.00 AM,207,10.30 PM,,,,,
30 mins,$0.60,J0122,B,JALAN KAYU OFF STREET ,Car,30 mins,$0.60,30 mins,$0.60,"32413.8058,42305.5178",,10.30 PM,207,07.00 AM,,,,,
510 mins,$5.00,J0122,B,JALAN KAYU OFF STREET ,Car,510 mins,$5.00,510 mins,$5.00,"32413.8058,42305.5178",,10.30 PM,207,07.00 AM,,,,,
930 mins,$0.65,J0122,B,JALAN KAYU OFF STREET ,Motorcycle,930 mins,$0.65,930 mins,$0.65,"32413.8058,42305.5178",,07.00 AM,30,10.30 PM,,,,,
510 mins,$0.65,J0122,B,JALAN KAYU OFF STREET ,Motorcycle,510 mins,$0.65,510 mins,$0.65,"32413.8058,42305.5178",,10.30 PM,30,07.00 AM,,,,,
30 mins,$0.60,J0127,C,JALAN PENJARA ,Car,30 mins,$0.60,30 mins,$0.60,"25038.1636,31203.1627",,07.00 AM,14,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,J0127,C,JALAN PENJARA ,Car,30 mins,$0.60,30 mins,$0.60,"25038.1636,31203.1627",,10.30 PM,14,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,J0127,C,JALAN PENJARA ,Car,510 mins,$5.00,510 mins,$5.00,"25038.1636,31203.1627",,10.30 PM,14,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,J0128,C,JALAN KLEDEK OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"30858.667,31771.5364",,08.30 AM,6,10.00 PM,,,,,
30 mins,$0.60,J0130,C,JOO CHIAT TERRACE (JOO CHIAT RD/TEMBELING RD),Car,30 mins,$0.60,30 mins,$0.60,"35369.2278,32952.9801",,08.30 AM,14,10.00 PM,,,,,
870 mins,$0.65,J0130,C,JOO CHIAT TERRACE (JOO CHIAT RD/TEMBELING RD),Motorcycle,870 mins,$0.65,870 mins,$0.65,"35369.2278,32952.9801",,08.30 AM,0,10.00 PM,,,,,
30 mins,$0.60,J0132,C,JALAN PENJARA OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"25068.6516,31216.3832",,07.00 AM,43,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,J0132,C,JALAN PENJARA OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"25068.6516,31216.3832",,10.30 PM,43,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,J0132,C,JALAN PENJARA OFF STREET,Car,510 mins,$5.00,510 mins,$5.00,"25068.6516,31216.3832",,10.30 PM,43,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,K0005,C,KANDAHAR STREET ,Car,30 mins,$0.60,30 mins,$0.60,"30938.4354,31628.5321",,08.30 AM,46,10.00 PM,,,,,
870 mins,$0.65,K0005,C,KANDAHAR STREET ,Motorcycle,870 mins,$0.65,870 mins,$0.65,"30938.4354,31628.5321",,08.30 AM,10,10.00 PM,,,,,
30 mins,$0.60,K0006,C,KAKI BUKIT ROAD 1 ,Car,30 mins,$0.60,30 mins,$0.60,"35641.973,35188.8818",,07.00 AM,15,07.00 PM,Reserved for Season Ticket Holders from 7.00 pm to 7.00 am daily.,,,,
30 mins,$1.20,K0006,C,KAKI BUKIT ROAD 1 ,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"35641.973,35188.8818",,07.00 AM,11,10.00 PM,Reserved for Season Ticket Holders from 10.00 pm to 7.00 am daily.,,,,
30 mins,$1.20,K0008,C,KEONG SAIK ROAD ,Car,30 mins,$1.20,30 mins,$0.60,"29015.5697,29398.9451","28915.2111,29170.5476",08.30 AM,68,05.00 PM,,,,,
30 mins,$0.60,K0008,C,KEONG SAIK ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"29015.5697,29398.9451","28915.2111,29170.5476",05.00 PM,68,10.00 PM,,,,,
870 mins,$0.65,K0008,C,KEONG SAIK ROAD ,Motorcycle,870 mins,$0.65,870 mins,$0.65,"29015.5697,29398.9451","28915.2111,29170.5476",08.30 AM,6,10.00 PM,,,,,
30 mins,$0.60,K0009,C,KERBAU ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"30021.6384,32130.791",,08.30 AM,11,10.00 PM,No parking on Sunday from 12:00pm to 12:00am (between Race Course Rd and Chander Rd),,,,
30 mins,$1.20,K0010,C,KILLINEY ROAD ,Car,30 mins,$1.20,30 mins,$0.60,"28612.1897,31180.3576",,08.30 AM,27,05.00 PM,,,,,
30 mins,$0.60,K0010,C,KILLINEY ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"28612.1897,31180.3576",,05.00 PM,27,10.00 PM,,,,,
30 mins,$0.60,K0011,C,KINTA ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"30192.8352,32533.656",,08.30 AM,8,10.00 PM,,,,,
30 mins,$0.60,K0013,C,KITCHENER ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"30861.3041,32282.575",,08.30 AM,12,10.00 PM,,,,,
30 mins,$0.60,K0022,C,KAKI BUKIT AVENUE 4 ,Car,30 mins,$0.60,30 mins,$0.60,"36118.2212,35694.9845",,07.00 AM,16,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,K0022,C,KAKI BUKIT AVENUE 4 ,Car,30 mins,$0.60,30 mins,$0.60,"36118.2212,35694.9845",,10.30 PM,16,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,K0022,C,KAKI BUKIT AVENUE 4 ,Car,510 mins,$5.00,510 mins,$5.00,"36118.2212,35694.9845",,10.30 PM,16,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,K0027,C,KAMPONG KAPOR ROAD ,Car,30 mins,$0.60,0 mins,$0.00,"30360.1392,32224.6281",,08.30 AM,34,10.00 PM,,,,,
870 mins,$0.65,K0027,C,KAMPONG KAPOR ROAD ,Motorcycle,870 mins,$0.65,0 mins,$0.00,"30360.1392,32224.6281",,08.30 AM,16,10.00 PM,,,,,
30 mins,$0.60,K0032,C,KENSINGTON PARK ROAD OFF STREET,Car,30 mins,$0.60,0 mins,$0.00,"31686.4955,38607.4409","31702.9992,38803.9309",08.30 AM,30,10.00 PM,,,,,
870 mins,$0.65,K0032,C,KENSINGTON PARK ROAD OFF STREET,Motorcycle,870 mins,$0.65,0 mins,$0.00,"31686.4955,38607.4409","31702.9992,38803.9309",08.30 AM,25,10.00 PM,,,,,
30 mins,$0.60,K0034,C,KUNG CHONG ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"25601.2113,30240.5933",,07.00 AM,28,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,K0034,C,KUNG CHONG ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"25601.2113,30240.5933",,10.30 PM,28,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,K0034,C,KUNG CHONG ROAD ,Car,510 mins,$5.00,510 mins,$5.00,"25601.2113,30240.5933",,10.30 PM,28,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
930 mins,$0.65,K0034,C,KUNG CHONG ROAD ,Motorcycle,930 mins,$0.65,930 mins,$0.65,"25601.2113,30240.5933",,07.00 AM,10,10.30 PM,,,,,
510 mins,$0.65,K0034,C,KUNG CHONG ROAD ,Motorcycle,510 mins,$0.65,510 mins,$0.65,"25601.2113,30240.5933",,10.30 PM,10,07.00 AM,,,,,
30 mins,$0.60,K0037,B,KING GEORGE'S AVENUE OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"31142.4514,32510.4735",,07.00 AM,22,10.30 PM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
30 mins,$0.60,K0037,B,KING GEORGE'S AVENUE OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"31142.4514,32510.4735",,10.30 PM,22,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
510 mins,$5.00,K0037,B,KING GEORGE'S AVENUE OFF STREET,Car,510 mins,$5.00,510 mins,$5.00,"31142.4514,32510.4735",,10.30 PM,22,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
930 mins,$0.65,K0037,B,KING GEORGE'S AVENUE OFF STREET,Motorcycle,930 mins,$0.65,930 mins,$0.65,"31142.4514,32510.4735",,07.00 AM,4,10.30 PM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
510 mins,$0.65,K0037,B,KING GEORGE'S AVENUE OFF STREET,Motorcycle,510 mins,$0.65,510 mins,$0.65,"31142.4514,32510.4735",,10.30 PM,4,07.00 AM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
30 mins,$0.60,K0039,B,KING GEORGE'S AVENUE/ HORNE ROAD OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"31186.6906,32479.9759",,07.00 AM,61,11.00 AM,,,,,
30 mins,$0.75,K0039,B,KING GEORGE'S AVENUE/ HORNE ROAD OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"31186.6906,32479.9759",,11.00 AM,61,05.00 PM,,,,,
30 mins,$0.60,K0039,B,KING GEORGE'S AVENUE/ HORNE ROAD OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"31186.6906,32479.9759",,05.00 PM,61,10.30 PM,,,,,
30 mins,$0.60,K0039,B,KING GEORGE'S AVENUE/ HORNE ROAD OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"31186.6906,32479.9759",,10.30 PM,61,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
510 mins,$5.00,K0039,B,KING GEORGE'S AVENUE/ HORNE ROAD OFF STREET,Car,510 mins,$5.00,510 mins,$5.00,"31186.6906,32479.9759",,10.30 PM,61,07.00 AM,,,,,
930 mins,$0.65,K0039,B,KING GEORGE'S AVENUE/ HORNE ROAD OFF STREET,Motorcycle,930 mins,$0.65,930 mins,$0.65,"31186.6906,32479.9759",,07.00 AM,13,10.30 PM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
510 mins,$0.65,K0039,B,KING GEORGE'S AVENUE/ HORNE ROAD OFF STREET,Motorcycle,510 mins,$0.65,510 mins,$0.65,"31186.6906,32479.9759",,10.30 PM,13,07.00 AM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
30 mins,$0.60,K0049,C,KELANTAN ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"30566.932,31992.7725",,08.30 AM,72,10.00 PM,,,,,
870 mins,$0.65,K0049,C,KELANTAN ROAD ,Motorcycle,870 mins,$0.65,870 mins,$0.65,"30566.932,31992.7725",,08.30 AM,5,10.00 PM,,,,,
30 mins,$0.60,K0051,C,KENSINGTON PARK ROAD SERVICE ROAD,Car,30 mins,$0.60,0 mins,$0.00,"31658.2122,38548.2622",,08.30 AM,30,10.00 PM,,,,,
870 mins,$0.65,K0051,C,KENSINGTON PARK ROAD SERVICE ROAD,Motorcycle,870 mins,$0.65,0 mins,$0.00,"31658.2122,38548.2622",,08.30 AM,5,10.00 PM,,,,,
30 mins,$0.60,K0052,C,KALLANG SECTOR ,Car,30 mins,$0.60,0 mins,$0.00,"32404.3974,34186.5365",,08.30 AM,48,05.00 PM,Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily.,,,,
30 mins,$0.60,K0054,C,KALLANG WAY ,Car,30 mins,$0.60,0 mins,$0.00,"32573.3016,34220.9489",,08.30 AM,6,05.00 PM,,,,,
30 mins,$0.60,K0057,C,KALLANG AVENUE ,Car,30 mins,$0.60,0 mins,$0.00,"31732.5896,32520.1898",,08.30 AM,80,05.00 PM,Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily.,,,,
30 mins,$0.60,K0061,C,KALLANG BAHRU ,Car,30 mins,$0.60,0 mins,$0.00,"31651.7483,33439.5281",,08.30 AM,5,05.00 PM,,,,,
30 mins,$0.60,K0064,C,KOVAN ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"33539.7059,38020.7153",,08.30 AM,46,10.00 PM,,,,,
30 mins,$0.60,K0065,C,KALLANG WAY 1 ,Car,30 mins,$0.60,0 mins,$0.00,"32800.8693,33764.0668",,08.30 AM,7,05.00 PM,,,,,
30 mins,$0.60,K0069,C,KELANTAN LANE ,Car,30 mins,$0.60,30 mins,$0.60,"30602.9086,32091.0637",,08.30 AM,21,10.00 PM,,,,,
870 mins,$0.65,K0069,C,KELANTAN LANE ,Motorcycle,870 mins,$0.65,870 mins,$0.65,"30602.9086,32091.0637",,08.30 AM,34,10.00 PM,,,,,
30 mins,$0.60,K0081,C,KIM CHUAN ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"34152.7929,35904.1305",,07.00 AM,25,10.30 PM,,,,,
30 mins,$0.60,K0081,C,KIM CHUAN ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"34152.7929,35904.1305",,10.30 PM,25,07.00 AM,,,,,
510 mins,$5.00,K0081,C,KIM CHUAN ROAD ,Car,510 mins,$5.00,510 mins,$5.00,"34152.7929,35904.1305",,10.30 PM,25,07.00 AM,,,,,
930 mins,$0.65,K0081,C,KIM CHUAN ROAD ,Motorcycle,930 mins,$0.65,930 mins,$0.65,"34152.7929,35904.1305",,07.00 AM,5,10.30 PM,,,,,
510 mins,$0.65,K0081,C,KIM CHUAN ROAD ,Motorcycle,510 mins,$0.65,510 mins,$0.65,"34152.7929,35904.1305",,10.30 PM,5,07.00 AM,,,,,
30 mins,$0.60,K0082,B,KAMPONG BUGIS OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"31783.5107,32043.5092",,07.00 AM,29,10.30 PM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
30 mins,$0.60,K0082,B,KAMPONG BUGIS OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"31783.5107,32043.5092",,10.30 PM,29,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
510 mins,$5.00,K0082,B,KAMPONG BUGIS OFF STREET,Car,510 mins,$5.00,510 mins,$5.00,"31783.5107,32043.5092",,10.30 PM,29,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
930 mins,$0.65,K0082,B,KAMPONG BUGIS OFF STREET,Motorcycle,930 mins,$0.65,930 mins,$0.65,"31783.5107,32043.5092",,07.00 AM,10,10.30 PM,,,,,
510 mins,$0.65,K0082,B,KAMPONG BUGIS OFF STREET,Motorcycle,510 mins,$0.65,510 mins,$0.65,"31783.5107,32043.5092",,10.30 PM,10,07.00 AM,,,,,
30 mins,$0.60,K0087,C,KIM KEAT CLOSE ,Car,30 mins,$0.60,30 mins,$0.60,"30219.1954,33997.797",,07.00 AM,22,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,K0087,C,KIM KEAT CLOSE ,Car,30 mins,$0.60,30 mins,$0.60,"30219.1954,33997.797",,10.30 PM,22,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,K0087,C,KIM KEAT CLOSE ,Car,510 mins,$5.00,510 mins,$5.00,"30219.1954,33997.797",,10.30 PM,22,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,K0091,C,KAKI BUKIT ROAD 2 ,Car,30 mins,$0.60,30 mins,$0.60,"35222.6231,35622.5703",,07.00 AM,42,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,K0091,C,KAKI BUKIT ROAD 2 ,Car,30 mins,$0.60,30 mins,$0.60,"35222.6231,35622.5703",,10.30 PM,42,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,K0091,C,KAKI BUKIT ROAD 2 ,Car,510 mins,$5.00,510 mins,$5.00,"35222.6231,35622.5703",,10.30 PM,42,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,K0093,C,KAMPONG JAVA ROAD ,Car,30 mins,$0.60,0 mins,$0.00,"28968.6518,32842.2879",,08.30 AM,20,05.00 PM,,,,,
570 mins,$0.65,K0093,C,KAMPONG JAVA ROAD ,Motorcycle,570 mins,$0.65,0 mins,$0.00,"28968.6518,32842.2879",,08.30 AM,3,05.00 PM,,,,,
30 mins,$0.60,K0094,C,KELLOCK ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"27592.4699,30722.2311",,08.30 AM,28,10.00 PM,,,,,
30 mins,$0.60,K0097,C,KAMPONG AMPAT ,Car,30 mins,$0.60,0 mins,$0.00,"33546.4672,35195.2454",,08.30 AM,14,05.00 PM,Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily.,,,,
30 mins,$0.60,K0099,C,KAMPONG EUNOS ,Car,30 mins,$0.60,0 mins,$0.00,"36153.351,33397.8418",,08.30 AM,4,10.00 PM,,,,,
30 mins,$1.20,K0108,C,KEPPEL ROAD OFF STREET ,Car,30 mins,$1.20,30 mins,$0.60,"28698.1201,28398.6445",,07.00 AM,99,05.00 PM,,,,,
30 mins,$0.60,K0108,C,KEPPEL ROAD OFF STREET ,Car,30 mins,$0.60,30 mins,$0.60,"28698.1201,28398.6445",,05.00 PM,99,10.00 PM,,,,,
900 mins,$0.65,K0108,C,KEPPEL ROAD OFF STREET ,Motorcycle,900 mins,$0.65,900 mins,$0.65,"28698.1201,28398.6445",,07.00 AM,22,10.00 PM,,,,,
30 mins,$0.60,K0110,C,KALLANG WAY 2A ,Car,30 mins,$0.60,0 mins,$0.00,"32917.6837,33975.0741",,08.30 AM,17,05.00 PM,,,,,
30 mins,$0.60,K0111,B,KINTA ROAD OFF STREET ,Car,30 mins,$0.60,30 mins,$0.60,"30218.9526,32450.3014",,07.00 AM,122,10.30 PM,,,,,
30 mins,$0.60,K0111,B,KINTA ROAD OFF STREET ,Car,30 mins,$0.60,30 mins,$0.60,"30218.9526,32450.3014",,10.30 PM,122,07.00 AM,,,,,
510 mins,$5.00,K0111,B,KINTA ROAD OFF STREET ,Car,510 mins,$5.00,510 mins,$5.00,"30218.9526,32450.3014",,10.30 PM,122,07.00 AM,,,,,
930 mins,$0.65,K0111,B,KINTA ROAD OFF STREET ,Motorcycle,930 mins,$0.65,930 mins,$0.65,"30218.9526,32450.3014",,07.00 AM,11,10.30 PM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
510 mins,$0.65,K0111,B,KINTA ROAD OFF STREET ,Motorcycle,510 mins,$0.65,510 mins,$0.65,"30218.9526,32450.3014",,10.30 PM,11,07.00 AM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
30 mins,$0.60,K0113,C,KIM YAM ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"28746.2818,30584.1056",,08.30 AM,28,10.00 PM,,,,,
870 mins,$0.65,K0113,C,KIM YAM ROAD ,Motorcycle,870 mins,$0.65,870 mins,$0.65,"28746.2818,30584.1056",,08.30 AM,0,10.00 PM,,,,,
30 mins,$0.60,K0114,C,KAMPONG BUGIS ,Car,30 mins,$0.60,0 mins,$0.00,"31644.5927,32215.7294",,08.30 AM,16,05.00 PM,,,,,
30 mins,$1.20,K0114,C,KAMPONG BUGIS ,Heavy Vehicle,30 mins,$1.20,0 mins,$0.00,"31644.5927,32215.7294",,08.30 AM,3,05.00 PM,,,,,
30 mins,$0.60,K0115,C,KAKI BUKIT PLACE ,Car,30 mins,$0.60,30 mins,$0.60,"35769.9324,35140.0944",,07.00 AM,14,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,K0115,C,KAKI BUKIT PLACE ,Car,30 mins,$0.60,30 mins,$0.60,"35769.9324,35140.0944",,10.30 PM,14,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,K0115,C,KAKI BUKIT PLACE ,Car,510 mins,$5.00,510 mins,$5.00,"35769.9324,35140.0944",,10.30 PM,14,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,K0120,C,KEMPAS ROAD ,Car,30 mins,$0.60,0 mins,$0.00,"30964.7888,33054.3887",,07.00 AM,26,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,K0120,C,KEMPAS ROAD ,Car,30 mins,$0.60,0 mins,$0.00,"30964.7888,33054.3887",,10.30 PM,26,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
